_value,environment,host
164,intel,intel-111
175,intel,intel-111
157,intel,intel-111
179,intel,intel-111
205,intel,intel-111
167,intel,intel-111
149,intel,intel-111
193,intel,intel-111
168,intel,intel-111
137,intel,intel-111
115,intel,intel-111
153,intel,intel-111
200,intel,intel-111
188,intel,intel-111
130,intel,intel-111
128,intel,intel-111
165,intel,intel-111
168,intel,intel-111
178,intel,intel-111
164,intel,intel-111
199,intel,intel-111
162,intel,intel-111
208,intel,intel-111
201,intel,intel-111
165,intel,intel-111
185,intel,intel-111
107,intel,intel-111
136,intel,intel-111
131,intel,intel-111
128,intel,intel-111
159,intel,intel-111
125,intel,intel-111
119,intel,intel-111
149,intel,intel-111
140,intel,intel-111
139,intel,intel-111
170,intel,intel-111
123,intel,intel-111
109,intel,intel-111
106,intel,intel-111
157,intel,intel-111
163,intel,intel-111
182,intel,intel-111
127,intel,intel-111
163,intel,intel-111
172,intel,intel-111
136,intel,intel-111
140,intel,intel-111
202,intel,intel-111
177,intel,intel-111
187,intel,intel-111
192,intel,intel-111
172,intel,intel-111
146,intel,intel-111
181,intel,intel-111
161,intel,intel-111
111,intel,intel-111
176,intel,intel-111
161,intel,intel-111
115,intel,intel-111
132,intel,intel-111
126,intel,intel-111
99,intel,intel-111
112,intel,intel-111
147,intel,intel-111
121,intel,intel-111
148,intel,intel-111
114,intel,intel-111
125,intel,intel-111
107,intel,intel-111
155,intel,intel-111
107,intel,intel-111
116,intel,intel-111
152,intel,intel-111
103,intel,intel-111
123,intel,intel-111
118,intel,intel-111
106,intel,intel-111
139,intel,intel-111
113,intel,intel-111
133,intel,intel-111
123,intel,intel-111
125,intel,intel-111
102,intel,intel-111
167,intel,intel-111
180,intel,intel-111
152,intel,intel-111
171,intel,intel-111
145,intel,intel-111
178,intel,intel-111
171,intel,intel-111
164,intel,intel-111
168,intel,intel-111
204,intel,intel-111
189,intel,intel-111
169,intel,intel-111
175,intel,intel-111
189,intel,intel-111
127,intel,intel-111
119,intel,intel-111
176,intel,intel-111
157,intel,intel-111
148,intel,intel-111
191,intel,intel-111
123,intel,intel-111
146,intel,intel-111
161,intel,intel-111
152,intel,intel-111
154,intel,intel-111
124,intel,intel-111
110,intel,intel-111
120,intel,intel-111
165,intel,intel-111
144,intel,intel-111
161,intel,intel-111
115,intel,intel-111
148,intel,intel-111
162,intel,intel-111
126,intel,intel-111
133,intel,intel-111
114,intel,intel-111
102,intel,intel-111
138,intel,intel-111
133,intel,intel-111
111,intel,intel-111
139,intel,intel-111
115,intel,intel-111
136,intel,intel-111
165,intel,intel-111
107,intel,intel-111
126,intel,intel-111
113,intel,intel-111
122,intel,intel-111
107,intel,intel-111
175,intel,intel-111
133,intel,intel-111
125,intel,intel-111
147,intel,intel-111
137,intel,intel-111
214,intel,intel-111
175,intel,intel-111
217,intel,intel-111
178,intel,intel-111
226,intel,intel-111
200,intel,intel-111
160,intel,intel-111
225,intel,intel-111
211,intel,intel-111
215,intel,intel-111
204,intel,intel-111
181,intel,intel-111
176,intel,intel-111
187,intel,intel-111
217,intel,intel-111
243,intel,intel-111
238,intel,intel-111
207,intel,intel-111
200,intel,intel-111
207,intel,intel-111
224,intel,intel-111
239,intel,intel-111
190,intel,intel-111
193,intel,intel-111
173,intel,intel-111
197,intel,intel-111
212,intel,intel-111
190,intel,intel-111
198,intel,intel-111
234,intel,intel-111
197,intel,intel-111
208,intel,intel-111
188,intel,intel-111
213,intel,intel-111
218,intel,intel-111
216,intel,intel-111
107,intel,intel-111
250,intel,intel-111
216,intel,intel-111
191,intel,intel-111
160,intel,intel-111
172,intel,intel-111
225,intel,intel-111
216,intel,intel-111
212,intel,intel-111
216,intel,intel-111
225,intel,intel-111
209,intel,intel-111
218,intel,intel-111
214,intel,intel-111
229,intel,intel-111
220,intel,intel-111
243,intel,intel-111
201,intel,intel-111
198,intel,intel-111
192,intel,intel-111
217,intel,intel-111
197,intel,intel-111
277,intel,intel-111
236,intel,intel-111
189,intel,intel-111
242,intel,intel-111
225,intel,intel-111
169,intel,intel-111
145,intel,intel-111
163,intel,intel-111
229,intel,intel-111
208,intel,intel-111
193,intel,intel-111
179,intel,intel-111
218,intel,intel-111
190,intel,intel-111
218,intel,intel-111
193,intel,intel-111
174,intel,intel-111
193,intel,intel-111
202,intel,intel-111
216,intel,intel-111
270,intel,intel-111
202,intel,intel-111
193,intel,intel-111
202,intel,intel-111
212,intel,intel-111
224,intel,intel-111
230,intel,intel-111
252,intel,intel-111
245,intel,intel-111
183,intel,intel-111
229,intel,intel-111
234,intel,intel-111
238,intel,intel-111
198,intel,intel-111
205,intel,intel-111
213,intel,intel-111
203,intel,intel-111
218,intel,intel-111
196,intel,intel-111
169,intel,intel-111
225,intel,intel-111
195,intel,intel-111
153,intel,intel-111
190,intel,intel-111
211,intel,intel-111
216,intel,intel-111
239,intel,intel-111
235,intel,intel-111
213,intel,intel-111
180,intel,intel-111
199,intel,intel-111
201,intel,intel-111
234,intel,intel-111
204,intel,intel-111
207,intel,intel-111
186,intel,intel-111
191,intel,intel-111
174,intel,intel-111
201,intel,intel-111
203,intel,intel-111
220,intel,intel-111
200,intel,intel-111
203,intel,intel-111
222,intel,intel-111
199,intel,intel-111
227,intel,intel-111
221,intel,intel-111
190,intel,intel-111
195,intel,intel-111
237,intel,intel-111
235,intel,intel-111
210,intel,intel-111
229,intel,intel-111
221,intel,intel-111
211,intel,intel-111
212,intel,intel-111
217,intel,intel-111
163,intel,intel-111
192,intel,intel-111
193,intel,intel-111
201,intel,intel-111
178,intel,intel-111
197,intel,intel-111
212,intel,intel-111
214,intel,intel-111
175,intel,intel-111
233,intel,intel-111
186,intel,intel-111
137,intel,intel-111
196,intel,intel-111
219,intel,intel-111
231,intel,intel-111
161,intel,intel-111
204,intel,intel-111
229,intel,intel-111
225,intel,intel-111
191,intel,intel-111
177,intel,intel-111
221,intel,intel-111
205,intel,intel-111
191,intel,intel-111
169,intel,intel-111
207,intel,intel-111
235,intel,intel-111
190,intel,intel-111
195,intel,intel-111
233,intel,intel-111
234,intel,intel-111
222,intel,intel-111
193,intel,intel-111
237,intel,intel-111
221,intel,intel-111
236,intel,intel-111
252,intel,intel-111
226,intel,intel-111
235,intel,intel-111
205,intel,intel-111
210,intel,intel-111
187,intel,intel-111
204,intel,intel-111
249,intel,intel-111
212,intel,intel-111
225,intel,intel-111
216,intel,intel-111
200,intel,intel-111
165,intel,intel-111
183,intel,intel-111
201,intel,intel-111
168,intel,intel-111
238,intel,intel-111
170,intel,intel-111
178,intel,intel-111
232,intel,intel-111
227,intel,intel-111
230,intel,intel-111
221,intel,intel-111
207,intel,intel-111
196,intel,intel-111
181,intel,intel-111
191,intel,intel-111
241,intel,intel-111
198,intel,intel-111
210,intel,intel-111
207,intel,intel-111
180,intel,intel-111
224,intel,intel-111
213,intel,intel-111
211,intel,intel-111
175,intel,intel-111
192,intel,intel-111
157,intel,intel-111
167,intel,intel-111
197,intel,intel-111
218,intel,intel-111
166,intel,intel-111
193,intel,intel-111
186,intel,intel-111
220,intel,intel-111
197,intel,intel-111
210,intel,intel-111
232,intel,intel-111
195,intel,intel-111
191,intel,intel-111
229,intel,intel-111
194,intel,intel-111
218,intel,intel-111
185,intel,intel-111
216,intel,intel-111
180,intel,intel-111
221,intel,intel-111
170,intel,intel-111
240,intel,intel-111
176,intel,intel-111
198,intel,intel-111
209,intel,intel-111
227,intel,intel-111
221,intel,intel-111
226,intel,intel-111
208,intel,intel-111
226,intel,intel-111
244,intel,intel-111
191,intel,intel-111
221,intel,intel-111
226,intel,intel-111
191,intel,intel-111
218,intel,intel-111
225,intel,intel-111
176,intel,intel-111
235,intel,intel-111
217,intel,intel-111
237,intel,intel-111
208,intel,intel-111
232,intel,intel-111
196,intel,intel-111
224,intel,intel-111
209,intel,intel-111
234,intel,intel-111
176,intel,intel-111
228,intel,intel-111
194,intel,intel-111
227,intel,intel-111
241,intel,intel-111
229,intel,intel-111
212,intel,intel-111
162,intel,intel-111
207,intel,intel-111
210,intel,intel-111
217,intel,intel-111
184,intel,intel-111
155,intel,intel-111
228,intel,intel-111
213,intel,intel-111
222,intel,intel-111
237,intel,intel-111
162,intel,intel-111
233,intel,intel-111
201,intel,intel-111
198,intel,intel-111
193,intel,intel-111
204,intel,intel-111
213,intel,intel-111
216,intel,intel-111
192,intel,intel-111
179,intel,intel-111
193,intel,intel-111
195,intel,intel-111
198,intel,intel-111
227,intel,intel-111
224,intel,intel-111
171,intel,intel-111
186,intel,intel-111
187,intel,intel-111
198,intel,intel-111
200,intel,intel-111
169,intel,intel-111
175,intel,intel-111
197,intel,intel-111
242,intel,intel-111
205,intel,intel-111
223,intel,intel-111
195,intel,intel-111
198,intel,intel-111
248,intel,intel-111
228,intel,intel-111
207,intel,intel-111
189,intel,intel-111
198,intel,intel-111
212,intel,intel-111
211,intel,intel-111
179,intel,intel-111
211,intel,intel-111
168,intel,intel-111
254,intel,intel-111
195,intel,intel-111
223,intel,intel-111
242,intel,intel-111
205,intel,intel-111
186,intel,intel-111
224,intel,intel-111
215,intel,intel-111
179,intel,intel-111
145,intel,intel-111
204,intel,intel-111
179,intel,intel-111
206,intel,intel-111
211,intel,intel-111
174,intel,intel-111
196,intel,intel-111
207,intel,intel-111
185,intel,intel-111
194,intel,intel-111
209,intel,intel-111
206,intel,intel-111
220,intel,intel-111
154,intel,intel-111
226,intel,intel-111
196,intel,intel-111
187,intel,intel-111
212,intel,intel-111
215,intel,intel-111
175,intel,intel-111
204,intel,intel-111
200,intel,intel-111
151,intel,intel-111
190,intel,intel-111
159,intel,intel-111
215,intel,intel-111
217,intel,intel-111
197,intel,intel-111
184,intel,intel-111
210,intel,intel-111
173,intel,intel-111
210,intel,intel-111
231,intel,intel-111
187,intel,intel-111
205,intel,intel-111
209,intel,intel-111
165,intel,intel-111
199,intel,intel-111
179,intel,intel-111
205,intel,intel-111
166,intel,intel-111
179,intel,intel-111
196,intel,intel-111
215,intel,intel-111
162,intel,intel-111
201,intel,intel-111
218,intel,intel-111
212,intel,intel-111
222,intel,intel-111
215,intel,intel-111
211,intel,intel-111
202,intel,intel-111
140,intel,intel-111
191,intel,intel-111
206,intel,intel-111
175,intel,intel-111
195,intel,intel-111
174,intel,intel-111
209,intel,intel-111
190,intel,intel-111
209,intel,intel-111
178,intel,intel-111
191,intel,intel-111
188,intel,intel-111
202,intel,intel-111
176,intel,intel-111
170,intel,intel-111
187,intel,intel-111
234,intel,intel-111
180,intel,intel-111
175,intel,intel-111
157,intel,intel-111
153,intel,intel-111
233,intel,intel-111
195,intel,intel-111
168,intel,intel-111
188,intel,intel-111
189,intel,intel-111
188,intel,intel-111
173,intel,intel-111
174,intel,intel-111
170,intel,intel-111
172,intel,intel-111
198,intel,intel-111
155,intel,intel-111
123,intel,intel-111
111,intel,intel-111
109,intel,intel-111
105,intel,intel-111
105,intel,intel-111
105,intel,intel-111
107,intel,intel-111
103,intel,intel-111
105,intel,intel-111
106,intel,intel-111
102,intel,intel-111
104,intel,intel-111
104,intel,intel-111
112,intel,intel-111
103,intel,intel-111
106,intel,intel-111
103,intel,intel-111
103,intel,intel-111
104,intel,intel-111
100,intel,intel-111
105,intel,intel-111
102,intel,intel-111
103,intel,intel-111
104,intel,intel-111
103,intel,intel-111
102,intel,intel-111
105,intel,intel-111
103,intel,intel-111
103,intel,intel-111
100,intel,intel-111
103,intel,intel-111
102,intel,intel-111
100,intel,intel-111
103,intel,intel-111
100,intel,intel-111
102,intel,intel-111
101,intel,intel-111
102,intel,intel-111
106,intel,intel-111
102,intel,intel-111
100,intel,intel-111
102,intel,intel-111
100,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
100,intel,intel-111
101,intel,intel-111
101,intel,intel-111
101,intel,intel-111
102,intel,intel-111
101,intel,intel-111
99,intel,intel-111
102,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
102,intel,intel-111
100,intel,intel-111
105,intel,intel-111
103,intel,intel-111
100,intel,intel-111
103,intel,intel-111
101,intel,intel-111
101,intel,intel-111
103,intel,intel-111
103,intel,intel-111
103,intel,intel-111
107,intel,intel-111
104,intel,intel-111
101,intel,intel-111
105,intel,intel-111
103,intel,intel-111
100,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
102,intel,intel-111
103,intel,intel-111
103,intel,intel-111
103,intel,intel-111
102,intel,intel-111
102,intel,intel-111
103,intel,intel-111
104,intel,intel-111
99,intel,intel-111
104,intel,intel-111
102,intel,intel-111
102,intel,intel-111
104,intel,intel-111
103,intel,intel-111
102,intel,intel-111
106,intel,intel-111
101,intel,intel-111
101,intel,intel-111
106,intel,intel-111
102,intel,intel-111
105,intel,intel-111
104,intel,intel-111
102,intel,intel-111
101,intel,intel-111
108,intel,intel-111
103,intel,intel-111
104,intel,intel-111
108,intel,intel-111
104,intel,intel-111
104,intel,intel-111
105,intel,intel-111
110,intel,intel-111
108,intel,intel-111
103,intel,intel-111
104,intel,intel-111
104,intel,intel-111
259,intel,intel-111
248,intel,intel-111
249,intel,intel-111
243,intel,intel-111
261,intel,intel-111
256,intel,intel-111
263,intel,intel-111
262,intel,intel-111
246,intel,intel-111
267,intel,intel-111
276,intel,intel-111
315,intel,intel-111
337,intel,intel-111
336,intel,intel-111
336,intel,intel-111
314,intel,intel-111
338,intel,intel-111
341,intel,intel-111
347,intel,intel-111
283,intel,intel-111
342,intel,intel-111
357,intel,intel-111
307,intel,intel-111
352,intel,intel-111
332,intel,intel-111
321,intel,intel-111
373,intel,intel-111
371,intel,intel-111
340,intel,intel-111
372,intel,intel-111
367,intel,intel-111
353,intel,intel-111
315,intel,intel-111
320,intel,intel-111
342,intel,intel-111
301,intel,intel-111
361,intel,intel-111
351,intel,intel-111
333,intel,intel-111
325,intel,intel-111
365,intel,intel-111
318,intel,intel-111
339,intel,intel-111
337,intel,intel-111
361,intel,intel-111
300,intel,intel-111
332,intel,intel-111
333,intel,intel-111
349,intel,intel-111
311,intel,intel-111
333,intel,intel-111
344,intel,intel-111
280,intel,intel-111
337,intel,intel-111
348,intel,intel-111
353,intel,intel-111
314,intel,intel-111
351,intel,intel-111
276,intel,intel-111
292,intel,intel-111
335,intel,intel-111
350,intel,intel-111
346,intel,intel-111
347,intel,intel-111
333,intel,intel-111
321,intel,intel-111
337,intel,intel-111
365,intel,intel-111
351,intel,intel-111
330,intel,intel-111
359,intel,intel-111
356,intel,intel-111
317,intel,intel-111
281,intel,intel-111
337,intel,intel-111
314,intel,intel-111
357,intel,intel-111
337,intel,intel-111
362,intel,intel-111
297,intel,intel-111
337,intel,intel-111
329,intel,intel-111
379,intel,intel-111
325,intel,intel-111
355,intel,intel-111
363,intel,intel-111
348,intel,intel-111
340,intel,intel-111
366,intel,intel-111
336,intel,intel-111
350,intel,intel-111
297,intel,intel-111
300,intel,intel-111
345,intel,intel-111
333,intel,intel-111
327,intel,intel-111
306,intel,intel-111
342,intel,intel-111
339,intel,intel-111
355,intel,intel-111
342,intel,intel-111
332,intel,intel-111
336,intel,intel-111
311,intel,intel-111
291,intel,intel-111
286,intel,intel-111
332,intel,intel-111
342,intel,intel-111
323,intel,intel-111
381,intel,intel-111
345,intel,intel-111
378,intel,intel-111
375,intel,intel-111
359,intel,intel-111
341,intel,intel-111
348,intel,intel-111
322,intel,intel-111
356,intel,intel-111
334,intel,intel-111
379,intel,intel-111
369,intel,intel-111
369,intel,intel-111
382,intel,intel-111
355,intel,intel-111
374,intel,intel-111
370,intel,intel-111
342,intel,intel-111
341,intel,intel-111
371,intel,intel-111
366,intel,intel-111
375,intel,intel-111
379,intel,intel-111
353,intel,intel-111
320,intel,intel-111
386,intel,intel-111
336,intel,intel-111
360,intel,intel-111
366,intel,intel-111
361,intel,intel-111
376,intel,intel-111
350,intel,intel-111
329,intel,intel-111
354,intel,intel-111
354,intel,intel-111
334,intel,intel-111
356,intel,intel-111
371,intel,intel-111
317,intel,intel-111
339,intel,intel-111
333,intel,intel-111
337,intel,intel-111
338,intel,intel-111
367,intel,intel-111
375,intel,intel-111
370,intel,intel-111
361,intel,intel-111
358,intel,intel-111
351,intel,intel-111
308,intel,intel-111
365,intel,intel-111
331,intel,intel-111
352,intel,intel-111
379,intel,intel-111
348,intel,intel-111
348,intel,intel-111
375,intel,intel-111
362,intel,intel-111
350,intel,intel-111
347,intel,intel-111
356,intel,intel-111
318,intel,intel-111
350,intel,intel-111
362,intel,intel-111
332,intel,intel-111
363,intel,intel-111
365,intel,intel-111
337,intel,intel-111
344,intel,intel-111
347,intel,intel-111
327,intel,intel-111
342,intel,intel-111
368,intel,intel-111
387,intel,intel-111
344,intel,intel-111
300,intel,intel-111
291,intel,intel-111
328,intel,intel-111
312,intel,intel-111
311,intel,intel-111
299,intel,intel-111
326,intel,intel-111
340,intel,intel-111
321,intel,intel-111
337,intel,intel-111
331,intel,intel-111
322,intel,intel-111
299,intel,intel-111
330,intel,intel-111
352,intel,intel-111
349,intel,intel-111
330,intel,intel-111
306,intel,intel-111
320,intel,intel-111
299,intel,intel-111
312,intel,intel-111
325,intel,intel-111
324,intel,intel-111
356,intel,intel-111
370,intel,intel-111
331,intel,intel-111
327,intel,intel-111
329,intel,intel-111
287,intel,intel-111
339,intel,intel-111
311,intel,intel-111
353,intel,intel-111
340,intel,intel-111
357,intel,intel-111
296,intel,intel-111
325,intel,intel-111
353,intel,intel-111
316,intel,intel-111
291,intel,intel-111
305,intel,intel-111
255,intel,intel-111
316,intel,intel-111
298,intel,intel-111
353,intel,intel-111
325,intel,intel-111
349,intel,intel-111
349,intel,intel-111
365,intel,intel-111
338,intel,intel-111
365,intel,intel-111
375,intel,intel-111
332,intel,intel-111
352,intel,intel-111
317,intel,intel-111
247,intel,intel-111
269,intel,intel-111
307,intel,intel-111
276,intel,intel-111
289,intel,intel-111
280,intel,intel-111
314,intel,intel-111
306,intel,intel-111
287,intel,intel-111
299,intel,intel-111
323,intel,intel-111
311,intel,intel-111
316,intel,intel-111
338,intel,intel-111
299,intel,intel-111
326,intel,intel-111
316,intel,intel-111
324,intel,intel-111
335,intel,intel-111
334,intel,intel-111
334,intel,intel-111
285,intel,intel-111
327,intel,intel-111
347,intel,intel-111
313,intel,intel-111
355,intel,intel-111
284,intel,intel-111
299,intel,intel-111
364,intel,intel-111
297,intel,intel-111
336,intel,intel-111
300,intel,intel-111
318,intel,intel-111
313,intel,intel-111
331,intel,intel-111
344,intel,intel-111
362,intel,intel-111
333,intel,intel-111
340,intel,intel-111
334,intel,intel-111
354,intel,intel-111
325,intel,intel-111
326,intel,intel-111
319,intel,intel-111
322,intel,intel-111
359,intel,intel-111
337,intel,intel-111
316,intel,intel-111
339,intel,intel-111
320,intel,intel-111
337,intel,intel-111
341,intel,intel-111
326,intel,intel-111
348,intel,intel-111
351,intel,intel-111
322,intel,intel-111
362,intel,intel-111
320,intel,intel-111
344,intel,intel-111
367,intel,intel-111
347,intel,intel-111
358,intel,intel-111
355,intel,intel-111
323,intel,intel-111
330,intel,intel-111
343,intel,intel-111
289,intel,intel-111
296,intel,intel-111
322,intel,intel-111
321,intel,intel-111
331,intel,intel-111
333,intel,intel-111
348,intel,intel-111
326,intel,intel-111
346,intel,intel-111
352,intel,intel-111
285,intel,intel-111
328,intel,intel-111
347,intel,intel-111
326,intel,intel-111
325,intel,intel-111
342,intel,intel-111
329,intel,intel-111
358,intel,intel-111
339,intel,intel-111
350,intel,intel-111
345,intel,intel-111
335,intel,intel-111
308,intel,intel-111
317,intel,intel-111
346,intel,intel-111
331,intel,intel-111
323,intel,intel-111
312,intel,intel-111
333,intel,intel-111
355,intel,intel-111
341,intel,intel-111
308,intel,intel-111
354,intel,intel-111
307,intel,intel-111
343,intel,intel-111
315,intel,intel-111
333,intel,intel-111
355,intel,intel-111
332,intel,intel-111
349,intel,intel-111
318,intel,intel-111
340,intel,intel-111
337,intel,intel-111
338,intel,intel-111
331,intel,intel-111
386,intel,intel-111
345,intel,intel-111
335,intel,intel-111
335,intel,intel-111
320,intel,intel-111
308,intel,intel-111
340,intel,intel-111
332,intel,intel-111
313,intel,intel-111
317,intel,intel-111
331,intel,intel-111
335,intel,intel-111
302,intel,intel-111
317,intel,intel-111
315,intel,intel-111
324,intel,intel-111
339,intel,intel-111
333,intel,intel-111
313,intel,intel-111
331,intel,intel-111
328,intel,intel-111
294,intel,intel-111
313,intel,intel-111
320,intel,intel-111
346,intel,intel-111
310,intel,intel-111
338,intel,intel-111
309,intel,intel-111
293,intel,intel-111
321,intel,intel-111
315,intel,intel-111
352,intel,intel-111
311,intel,intel-111
310,intel,intel-111
307,intel,intel-111
335,intel,intel-111
362,intel,intel-111
312,intel,intel-111
331,intel,intel-111
373,intel,intel-111
350,intel,intel-111
351,intel,intel-111
314,intel,intel-111
335,intel,intel-111
347,intel,intel-111
326,intel,intel-111
280,intel,intel-111
344,intel,intel-111
333,intel,intel-111
324,intel,intel-111
297,intel,intel-111
269,intel,intel-111
306,intel,intel-111
304,intel,intel-111
292,intel,intel-111
267,intel,intel-111
318,intel,intel-111
324,intel,intel-111
295,intel,intel-111
277,intel,intel-111
290,intel,intel-111
275,intel,intel-111
328,intel,intel-111
314,intel,intel-111
329,intel,intel-111
326,intel,intel-111
327,intel,intel-111
346,intel,intel-111
311,intel,intel-111
280,intel,intel-111
327,intel,intel-111
300,intel,intel-111
270,intel,intel-111
343,intel,intel-111
308,intel,intel-111
334,intel,intel-111
301,intel,intel-111
285,intel,intel-111
315,intel,intel-111
351,intel,intel-111
360,intel,intel-111
342,intel,intel-111
326,intel,intel-111
335,intel,intel-111
293,intel,intel-111
332,intel,intel-111
352,intel,intel-111
336,intel,intel-111
324,intel,intel-111
302,intel,intel-111
300,intel,intel-111
310,intel,intel-111
324,intel,intel-111
304,intel,intel-111
284,intel,intel-111
322,intel,intel-111
305,intel,intel-111
303,intel,intel-111
280,intel,intel-111
304,intel,intel-111
269,intel,intel-111
284,intel,intel-111
294,intel,intel-111
305,intel,intel-111
342,intel,intel-111
299,intel,intel-111
310,intel,intel-111
309,intel,intel-111
280,intel,intel-111
279,intel,intel-111
316,intel,intel-111
314,intel,intel-111
301,intel,intel-111
351,intel,intel-111
336,intel,intel-111
309,intel,intel-111
327,intel,intel-111
320,intel,intel-111
331,intel,intel-111
286,intel,intel-111
272,intel,intel-111
308,intel,intel-111
299,intel,intel-111
316,intel,intel-111
315,intel,intel-111
299,intel,intel-111
320,intel,intel-111
284,intel,intel-111
307,intel,intel-111
294,intel,intel-111
313,intel,intel-111
318,intel,intel-111
341,intel,intel-111
306,intel,intel-111
313,intel,intel-111
308,intel,intel-111
299,intel,intel-111
250,intel,intel-111
292,intel,intel-111
318,intel,intel-111
302,intel,intel-111
275,intel,intel-111
290,intel,intel-111
314,intel,intel-111
271,intel,intel-111
313,intel,intel-111
288,intel,intel-111
294,intel,intel-111
322,intel,intel-111
286,intel,intel-111
290,intel,intel-111
278,intel,intel-111
304,intel,intel-111
302,intel,intel-111
293,intel,intel-111
314,intel,intel-111
315,intel,intel-111
309,intel,intel-111
276,intel,intel-111
311,intel,intel-111
251,intel,intel-111
292,intel,intel-111
325,intel,intel-111
277,intel,intel-111
267,intel,intel-111
284,intel,intel-111
284,intel,intel-111
293,intel,intel-111
280,intel,intel-111
312,intel,intel-111
274,intel,intel-111
288,intel,intel-111
305,intel,intel-111
272,intel,intel-111
314,intel,intel-111
272,intel,intel-111
282,intel,intel-111
295,intel,intel-111
314,intel,intel-111
268,intel,intel-111
262,intel,intel-111
301,intel,intel-111
279,intel,intel-111
285,intel,intel-111
239,intel,intel-111
268,intel,intel-111
318,intel,intel-111
278,intel,intel-111
309,intel,intel-111
296,intel,intel-111
262,intel,intel-111
326,intel,intel-111
279,intel,intel-111
266,intel,intel-111
291,intel,intel-111
280,intel,intel-111
303,intel,intel-111
318,intel,intel-111
289,intel,intel-111
256,intel,intel-111
291,intel,intel-111
281,intel,intel-111
298,intel,intel-111
278,intel,intel-111
273,intel,intel-111
286,intel,intel-111
287,intel,intel-111
304,intel,intel-111
276,intel,intel-111
275,intel,intel-111
282,intel,intel-111
274,intel,intel-111
284,intel,intel-111
280,intel,intel-111
318,intel,intel-111
324,intel,intel-111
297,intel,intel-111
314,intel,intel-111
304,intel,intel-111
273,intel,intel-111
311,intel,intel-111
266,intel,intel-111
294,intel,intel-111
315,intel,intel-111
312,intel,intel-111
334,intel,intel-111
267,intel,intel-111
302,intel,intel-111
307,intel,intel-111
302,intel,intel-111
322,intel,intel-111
325,intel,intel-111
302,intel,intel-111
301,intel,intel-111
294,intel,intel-111
308,intel,intel-111
272,intel,intel-111
323,intel,intel-111
331,intel,intel-111
293,intel,intel-111
303,intel,intel-111
286,intel,intel-111
323,intel,intel-111
292,intel,intel-111
339,intel,intel-111
292,intel,intel-111
281,intel,intel-111
314,intel,intel-111
269,intel,intel-111
264,intel,intel-111
287,intel,intel-111
281,intel,intel-111
342,intel,intel-111
287,intel,intel-111
277,intel,intel-111
266,intel,intel-111
335,intel,intel-111
196,intel,intel-111
111,intel,intel-111
110,intel,intel-111
117,intel,intel-111
108,intel,intel-111
105,intel,intel-111
105,intel,intel-111
105,intel,intel-111
108,intel,intel-111
106,intel,intel-111
105,intel,intel-111
108,intel,intel-111
105,intel,intel-111
107,intel,intel-111
105,intel,intel-111
105,intel,intel-111
104,intel,intel-111
102,intel,intel-111
103,intel,intel-111
101,intel,intel-111
102,intel,intel-111
103,intel,intel-111
103,intel,intel-111
103,intel,intel-111
111,intel,intel-111
103,intel,intel-111
102,intel,intel-111
104,intel,intel-111
105,intel,intel-111
100,intel,intel-111
102,intel,intel-111
99,intel,intel-111
101,intel,intel-111
103,intel,intel-111
101,intel,intel-111
101,intel,intel-111
101,intel,intel-111
103,intel,intel-111
102,intel,intel-111
102,intel,intel-111
103,intel,intel-111
99,intel,intel-111
101,intel,intel-111
102,intel,intel-111
101,intel,intel-111
100,intel,intel-111
101,intel,intel-111
100,intel,intel-111
102,intel,intel-111
101,intel,intel-111
100,intel,intel-111
101,intel,intel-111
104,intel,intel-111
100,intel,intel-111
103,intel,intel-111
99,intel,intel-111
101,intel,intel-111
103,intel,intel-111
102,intel,intel-111
98,intel,intel-111
104,intel,intel-111
101,intel,intel-111
103,intel,intel-111
102,intel,intel-111
101,intel,intel-111
101,intel,intel-111
101,intel,intel-111
99,intel,intel-111
100,intel,intel-111
101,intel,intel-111
99,intel,intel-111
101,intel,intel-111
102,intel,intel-111
99,intel,intel-111
102,intel,intel-111
103,intel,intel-111
104,intel,intel-111
99,intel,intel-111
102,intel,intel-111
277,intel,intel-111
272,intel,intel-111
264,intel,intel-111
285,intel,intel-111
277,intel,intel-111
293,intel,intel-111
263,intel,intel-111
283,intel,intel-111
243,intel,intel-111
296,intel,intel-111
285,intel,intel-111
291,intel,intel-111
279,intel,intel-111
256,intel,intel-111
284,intel,intel-111
296,intel,intel-111
227,intel,intel-111
292,intel,intel-111
271,intel,intel-111
242,intel,intel-111
272,intel,intel-111
271,intel,intel-111
282,intel,intel-111
279,intel,intel-111
307,intel,intel-111
288,intel,intel-111
279,intel,intel-111
262,intel,intel-111
247,intel,intel-111
265,intel,intel-111
290,intel,intel-111
264,intel,intel-111
306,intel,intel-111
294,intel,intel-111
290,intel,intel-111
276,intel,intel-111
276,intel,intel-111
301,intel,intel-111
282,intel,intel-111
303,intel,intel-111
285,intel,intel-111
271,intel,intel-111
284,intel,intel-111
229,intel,intel-111
232,intel,intel-111
259,intel,intel-111
292,intel,intel-111
274,intel,intel-111
286,intel,intel-111
290,intel,intel-111
263,intel,intel-111
257,intel,intel-111
243,intel,intel-111
270,intel,intel-111
219,intel,intel-111
257,intel,intel-111
282,intel,intel-111
246,intel,intel-111
